kanban_id,work_order_id,sales_order_id,part_no,work_center_id,process_id,process_seq,expected_start_time,actual_start_time,produce_status,planned_today_flag,started_today_flag,overdue_not_started_so_far_flag,overdue_4h_not_started_flag,started_on_time_today_flag,started_late_today_flag
S-W-20250930204747283-0029,T20-000964557,S11-250900027^1,34203109,B50063,S1,10,2025-10-28 14:49:25,,0,1,0,1,1,0,0
S-W-20250930204854859-0002,T20-000964281,S13-250900014^8,33303079,B50063,S1,10,2025-10-28 15:03:52,,0,1,0,1,1,0,0
S-W-20250923163600260-0064,T20-000964239,S11-250900021^1,30203111,B50063,S1,10,2025-10-28 15:06:27,,0,1,0,1,1,0,0
S-W-20250930204747853-0021,T20-000964615,S11-250900027^2,30303159,B50063,S1,10,2025-10-28 15:11:18,,2,1,0,1,1,0,0
S-W-20250930204747853-0022,T20-000964616,S11-250900027^2,30303160,B50063,S1,10,2025-10-28 15:11:18,,2,1,0,1,1,0,0
S-W-20250930204747853-0024,T20-000964635,S11-250900027^2,32103009,B50063,S1,10,2025-10-28 15:11:18,,1,1,0,1,1,0,0
S-W-20250930204747853-0025,T20-000964641,S11-250900027^2,34203109,B50063,S1,10,2025-10-28 15:11:18,,0,1,0,1,1,0,0
S-W-20250930204707728-0003,T20-000965251,S11-250800033^3,30303240,B50063,S1,10,2025-10-28 15:11:20,,2,1,0,1,1,0,0
S-W-20250930204707728-0006,T20-000965252,S11-250800033^3,30303241,B50063,S1,10,2025-10-28 15:11:20,,2,1,0,1,1,0,0
S-W-20250930204707728-0010,T20-000965254,S11-250800033^3,30303244,B50063,S1,10,2025-10-28 15:11:20,,0,1,0,1,1,0,0
S-W-20250930204707728-0013,T20-000965255,S11-250800033^3,30303245,B50063,S1,10,2025-10-28 15:11:20,,0,1,0,1,1,0,0
S-W-20250930204707728-0016,T20-000965256,S11-250800033^3,30303258,B50063,S1,10,2025-10-28 15:11:20,,0,1,0,1,1,0,0
S-W-20250930204700608-0007,T20-000965784,S11-250800036^5,31003245,B50063,S1,10,2025-10-28 15:15:49,,2,1,0,1,1,0,0
S-W-20250930204700608-0010,T20-000965793,S11-250800036^5,33603071,B50063,S1,10,2025-10-28 15:15:49,,0,1,0,1,1,0,0
S-W-20250930204752426-0012,T20-000965008,S11-250900022^1,32103230,B50063,S1,10,2025-10-28 15:19:34,,1,1,0,1,1,0,0
S-W-20250930204752426-0014,T20-000965009,S11-250900022^1,32103231,B50063,S1,10,2025-10-28 15:19:34,,2,1,0,1,1,0,0
S-W-20250925110545258-0090,T20-000965589,S11-250800036^1,31000344,B50063,S1,10,2025-10-28 15:21:08,,0,1,0,1,1,0,0
S-W-20250930204700608-0009,T20-000965783,S11-250800036^5,31003244,B50063,S1,10,2025-10-28 15:31:49,,2,1,0,1,1,0,0
S-W-20250925110529300-0025,T20-000965023,S11-250900022^2,41380215,B50063,S1,10,2025-10-28 15:35:20,,0,1,0,1,1,0,0
S-W-20250925110529300-0026,T20-000965022,S11-250900022^2,41380213,B50063,S1,10,2025-10-28 15:35:20,,0,1,0,1,1,0,0
S-W-20250925110529300-0032,T20-000965006,S11-250900022^2,32103195,B50063,S1,10,2025-10-28 15:35:20,,0,1,0,1,1,0,0
S-W-20250930204750880-0038,T20-000964824,S11-250900027^6,30303223,B50063,S1,10,2025-10-28 15:41:40,,2,1,0,1,1,0,0
S-W-20250930204750880-0040,T20-000964825,S11-250900027^6,30303224,B50063,S1,10,2025-10-28 15:41:40,,2,1,0,1,1,0,0
S-W-20250930204750880-0069,T20-000964855,S11-250900027^6,34200221,B50063,S1,10,2025-10-28 15:41:40,,2,1,0,1,1,0,0
